Assessment Name,Relative_URL,Remote Testing,Adaptive/IRT,Test Type,Assessment Length,description,languages,job levels
MFS 360 UCF Performance Potential Dev Tips Report,https://www.shl.com/solutions/products/product-catalog/view/mfs-360-ucf-performance-potential-dev-tips-report/,available,unavailable,Development & 360,,"This report is more or less identical to the standard MFS report but with an additional section that looks at the performance versus the potential and plots the competencies on a four field grid to identify developed strengths, natural strengths, development need, or untapped potential.  The report text has been updated to reflect the inclusion of the OPQ, and the potential is also shown in the competency summary part of the report. The OPQ scores that feed into this report will need to be uploaded into MFS using an upload sheet based on a score extract from SODA or TC. This particular example report also includes development tips which are an optional extra.",Not found,Not found
MFS 360 UCF Standard Report,https://www.shl.com/solutions/products/product-catalog/view/mfs-360-ucf-standard-report/,available,unavailable,Development & 360,,"This is the default MFS report. It is based on the UCF20 competency model. The report will only show those scales that were selected as part of the questionnaire setup. The importance rating, open questions and multiple choice questions are optional parts of the questionnaire. Only if those parts were added to the questionnaire will they show in the report. Open and multiple Choice questions are of the clients’ own design. The example report here does not include developments tips, but those can be added if requested (see performance and potential report for examples of that).",Not found,Not found
Micro Focus Unified Functional Testing ,https://www.shl.com/solutions/products/product-catalog/view/micro-focus-unified-functional-testing-new/,available,unavailable,Knowledge & Skills,Approximate Completion Time in minutes = 12,Multi-choice test that measures the knowledge of automation testing using the QTP tool.,"English (USA),","Mid-Professional, Professional Individual Contributor,"
Microservices ,https://www.shl.com/solutions/products/product-catalog/view/microservices-new/,available,unavailable,Knowledge & Skills,Approximate Completion Time in minutes = 7,"Multi-choice test that measures the knowledge of Microservices architecture, SOA, and Microservices patterns.","English (USA),","Mid-Professional, Professional Individual Contributor,"
Microsoft Dynamics Development ,https://www.shl.com/solutions/products/product-catalog/view/microsoft-dynamics-development-new/,available,unavailable,Knowledge & Skills,Approximate Completion Time in minutes = 9,"Multi-choice test that measures the knowledge of Microsoft Dynamics installation, sales process, service management, administration, configuration, entity model, workflows, dialogs, solutions, CRM web services and plugins.","English (USA),","Mid-Professional, Professional Individual Contributor,"
Microsoft Excel 365 - Essentials,https://www.shl.com/solutions/products/product-catalog/view/microsoft-excel-365-essentials-new/,available,unavailable,,Approximate Completion Time in minutes = 30,"The Microsoft Excel 365 - Essentials simulation evaluates ability to perform certain operations in a simulated environment of MS Excel, and includes the following topics: Applying Formulas and Functions, Creating and Analyzing Data, Formatting Cells, Data, and Content, Managing Workbooks and Worksheets, Presenting Data Visually, Printing and Views, and Sharing, Maintaining, and Securing Workbooks.","English (USA),","Entry-Level,"
Microsoft Excel 365,https://www.shl.com/solutions/products/product-catalog/view/microsoft-excel-365-new/,available,unavailable,,Approximate Completion Time in minutes = 35,"The Microsoft Excel 365 simulation evaluates ability to perform certain operations in a simulated environment of MS Excel, and includes the following topics: Applying Formulas and Functions, Creating and Analyzing Data, Formatting Cells, Data, and Content, Managing Workbooks and Worksheets, Presenting Data Visually, Printing and Views, and Sharing, Maintaining, and Securing Workbooks.","English (USA),","Entry-Level,"
Microsoft Outlook 2013 (adaptive),https://www.shl.com/solutions/products/product-catalog/view/microsoft-outlook-2013-adaptive/,available,available,Knowledge & Skills,Approximate Completion Time in minutes = 25,"The Microsoft Outlook 2013 (adaptive) test measures knowledge of Microsoft Outlook 2013. Designed for professionals, this test includes the following topics: Application Management, Contacts and Address Books, Mail Management, Messages and Message Organization, Notes, Printing, Schedules and Calendars, Security, and Tasks.","English (USA),","Mid-Professional, Professional Individual Contributor,"
Microsoft PowerPoint 365 - Essentials,https://www.shl.com/solutions/products/product-catalog/view/microsoft-powerpoint-365-essentials-new/,available,unavailable,,Approximate Completion Time in minutes = 25,"The Microsoft PowerPoint 365 - Essentials simulation evaluates ability to perform certain operations in a simulated environment of Microsoft PowerPoint, and includes the following topics: Applying Transitions and Animations, Creating, Managing, and Saving Presentations, Formatting Presentation Content, Reviewing, Collaborating, and Delivering Presentations, and Working with Multimedia Elements, Images, and Illustrations.","English (USA),","Entry-Level,"
Microsoft SQL Server 2014 Programming,https://www.shl.com/solutions/products/product-catalog/view/microsoft-sql-server-2014-programming/,available,available,Knowledge & Skills,Approximate Completion Time in minutes = 35,"The Microsoft SQL Server 2014 Programming test measures knowledge of Microsoft Structure Query Language (SQL) Server 2014 Programming. Designed for experienced database programmers, this test covers the following topics: Beyond Relational, Control Flow, Data Types and NULL, Database Design, Developer Tools, Modifying Data, Running Queries, and Writing Queries.","English (USA),","Mid-Professional, Professional Individual Contributor,"
Microsoft Windows Server 2012 Administration,https://www.shl.com/solutions/products/product-catalog/view/microsoft-windows-server-2012-administration/,available,available,Knowledge & Skills,Approximate Completion Time in minutes = 35,"The Microsoft Windows Server 2012 Administration test measures knowledge of Windows Server Administration. Designed for experienced Network Administrators, this test includes the following topics: Active Directory, Administrative Tasks, Computer Properties, Configuration and Management, Design and Installation, Local Security Policy, Networking, Security, and Server Management.","English (USA),","Mid-Professional, Professional Individual Contributor,"
